,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
1712,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,16,Automatic transmission,2010 Cadillac Escalade Luxury,Cadillac,2010 Cadillac Escalade,2010,403,417
1713,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Luxury AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
1714,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Premium,Cadillac,2010 Cadillac Escalade,2010,403,417
1715,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade Premium AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
1716,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Platinum,Cadillac,2010 Cadillac Escalade,2010,403,417
1717,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Platinum AWD,Cadillac,2010 Cadillac Escalade,2010,403,417
1718,165,212,41,Front-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Lincoln MKZ Sedan,Lincoln,2011 Lincoln MKZ Sedan,2011,263,249
1719,165,212,41,All-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Lincoln MKZ Sedan AWD,Lincoln,2011 Lincoln MKZ Sedan,2011,263,249
1720,165,212,41,All-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 Lincoln MKZ Sedan AWD,Lincoln,2010 Lincoln MKZ Sedan,2010,263,249
1721,165,212,41,Front-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,21,Automatic transmission,2010 Lincoln MKZ Sedan,Lincoln,2010 Lincoln MKZ Sedan,2010,263,249
1722,191,210,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Mazda CX-9 Sport,Mazda,2010 Mazda CX-9,2010,273,270
1723,191,210,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mazda CX-9 Sport AWD,Mazda,2010 Mazda CX-9,2010,273,270
1724,191,210,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Mazda CX-9 Touring,Mazda,2010 Mazda CX-9,2010,273,270
1725,191,210,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mazda CX-9 Touring AWD,Mazda,2010 Mazda CX-9,2010,273,270
1726,191,210,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Mazda CX-9 Grand Touring,Mazda,2010 Mazda CX-9,2010,273,270
1727,191,210,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Mazda CX-9 Grand Touring AWD,Mazda,2010 Mazda CX-9,2010,273,270
1728,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna CE,Toyota,2010 Toyota Sienna,2010,266,245
1729,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna CE 8-Passenger,Toyota,2010 Toyota Sienna,2010,266,245
1730,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna LE,Toyota,2010 Toyota Sienna,2010,266,245
1731,214,241,173,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Toyota Sienna LE AWD,Toyota,2010 Toyota Sienna,2010,266,245
1732,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna LE 8-Passenger,Toyota,2010 Toyota Sienna,2010,266,245
1733,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna XLE,Toyota,2010 Toyota Sienna,2010,266,245
1734,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna XLE AWD,Toyota,2010 Toyota Sienna,2010,266,245
1735,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota Sienna Limited,Toyota,2010 Toyota Sienna,2010,266,245
1736,214,241,173,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,True,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Toyota Sienna Limited AWD,Toyota,2010 Toyota Sienna,2010,266,245
1737,252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element LX,Honda,2010 Honda Element,2010,166,161
1738,252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2010 Honda Element LX 4WD,Honda,2010 Honda Element,2010,166,161
1739,252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element EX,Honda,2010 Honda Element,2010,166,161
1740,252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Manual,18,Gasoline,23,Manual transmission,2010 Honda Element EX 4WD,Honda,2010 Honda Element,2010,166,161
1741,252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2010 Honda Element EX 4WD AT,Honda,2010 Honda Element,2010,166,161
1742,229,232,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Manual,18,Gasoline,23,Manual transmission,2010 Honda Element SC,Honda,2010 Honda Element,2010,166,161
1743,229,232,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,True,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element SC AT,Honda,2010 Honda Element,2010,166,161
1744,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,True,5,5 Speed Manual,29,Gasoline,35,Manual transmission,2011 Mazda Mazda2 Sport,Mazda,2011 Mazda Mazda2,2011,100,98
1745,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,True,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2011 Mazda Mazda2 Sport AT,Mazda,2011 Mazda Mazda2,2011,100,98
1746,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,True,5,5 Speed Manual,29,Gasoline,35,Manual transmission,2011 Mazda Mazda2 Touring,Mazda,2011 Mazda Mazda2,2011,100,98
1747,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,True,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2011 Mazda Mazda2 Touring AT,Mazda,2011 Mazda Mazda2,2011,100,98
1748,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2011 Mazda Mazda3 4-Door i SV,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
1749,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2011 Mazda Mazda3 4-Door i Sport,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
1750,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2011 Mazda Mazda3 4-Door i Sport AT,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
1751,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2011 Mazda Mazda3 4-Door i Touring,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
1752,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2011 Mazda Mazda3 4-Door i Touring AT,Mazda,2011 Mazda Mazda3 4-Door,2011,148,135
1753,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 4-Door s Sport,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
1754,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 4-Door s Sport AT,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
1755,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 4-Door s Grand Touring,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
1756,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 4-Door s Grand Touring AT,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168
1757,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 5-Door s Sport,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
1758,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 5-Door s Sport AT,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
1759,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2011 Mazda Mazda3 5-Door s Grand Touring,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
1760,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 5-Door s Grand Touring AT,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168
1761,252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Ford Explorer,Ford,2012 Ford Explorer,2012,290,255
1762,252,142,212,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,True,6,6 Speed Automatic,20,Gasoline,28,Automatic transmission,2012 Ford Explorer EcoBoost,Ford,2012 Ford Explorer,2012,240,270
1763,252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Ford Explorer 4WD,Ford,2012 Ford Explorer,2012,290,255
1764,252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Ford Explorer XLT,Ford,2012 Ford Explorer,2012,290,255
1765,252,142,212,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,True,6,6 Speed Automatic,20,Gasoline,28,Automatic transmission,2012 Ford Explorer XLT EcoBoost,Ford,2012 Ford Explorer,2012,240,270
1766,252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Ford Explorer XLT 4WD,Ford,2012 Ford Explorer,2012,290,255
1767,252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Ford Explorer Limited,Ford,2012 Ford Explorer,2012,290,255
1768,252,142,212,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,True,6,6 Speed Automatic,20,Gasoline,28,Automatic transmission,2012 Ford Explorer Limited EcoBoost,Ford,2012 Ford Explorer,2012,240,270
1769,252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Ford Explorer Limited 4WD,Ford,2012 Ford Explorer,2012,290,255
1770,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 5-Door s Sport,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
1771,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 5-Door s Sport AT,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
1772,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 5-Door s Grand Touring,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
1773,190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 5-Door s Grand Touring AT,Mazda,2010 Mazda Mazda3 5-Door,2010,167,168
1774,252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Ford Explorer,Ford,2011 Ford Explorer,2011,290,255
1775,11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Ford Explorer 4WD,Ford,2011 Ford Explorer,2011,290,255
1776,252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Ford Explorer XLT,Ford,2011 Ford Explorer,2011,290,255
1777,11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Ford Explorer XLT 4WD,Ford,2011 Ford Explorer,2011,290,255
1778,252,142,212,Front-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 Ford Explorer Limited,Ford,2011 Ford Explorer,2011,290,255
1779,11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Ford Explorer Limited 4WD,Ford,2011 Ford Explorer,2011,290,255
1780,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2010 Mazda Mazda3 4-Door i SV,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
1781,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2010 Mazda Mazda3 4-Door i Sport,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
1782,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2010 Mazda Mazda3 4-Door i Sport AT,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
1783,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Manual,25,Gasoline,33,Manual transmission,2010 Mazda Mazda3 4-Door i Touring,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
1784,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 148 hp 135 ft-lbs,True,5,5 Speed Automatic Select Shift,24,Gasoline,33,Automatic transmission,2010 Mazda Mazda3 4-Door i Touring AT,Mazda,2010 Mazda Mazda3 4-Door,2010,148,135
1785,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 4-Door s Sport,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
1786,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 4-Door s Sport AT,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
1787,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2010 Mazda Mazda3 4-Door s Grand Touring,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
1788,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2010 Mazda Mazda3 4-Door s Grand Touring AT,Mazda,2010 Mazda Mazda3 4-Door,2010,167,168
1789,180,159,234,Front-wheel drive,Mazda 2.3L 4 Cylinder 263 hp 280 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Mazda Mazdaspeed3 Sport,Mazda,2011 Mazda Mazdaspeed3,2011,263,280
1790,180,159,234,Front-wheel drive,Mazda 2.3L 4 Cylinder 263 hp 280 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Mazda Mazdaspeed3 Sport,Mazda,2010 Mazda Mazdaspeed3,2010,263,280
1791,57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Explorer XLT,Ford,2010 Ford Explorer,2010,210,254
1792,57,48,79,Four-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Ford Explorer XLT 4WD,Ford,2010 Ford Explorer,2010,210,254
1793,57,48,79,All-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Ford Explorer XLT AWD,Ford,2010 Ford Explorer,2010,210,254
1794,57,48,79,Four-wheel drive,Ford 4.6L 8 Cylinder 292 hp 315 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Ford Explorer XLT 4.6L 4WD,Ford,2010 Ford Explorer,2010,292,315
1795,57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Explorer Eddie Bauer,Ford,2010 Ford Explorer,2010,210,254
1796,57,48,79,Four-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Ford Explorer Eddie Bauer 4WD,Ford,2010 Ford Explorer,2010,210,254
1797,57,48,79,Four-wheel drive,Ford 4.6L 8 Cylinder 292 hp 315 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Ford Explorer Eddie Bauer 4.6L 4WD,Ford,2010 Ford Explorer,2010,292,315
1798,57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Explorer Limited,Ford,2010 Ford Explorer,2010,210,254
1799,57,48,79,Four-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Ford Explorer Limited 4WD,Ford,2010 Ford Explorer,2010,210,254
1800,57,48,79,All-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2010 Ford Explorer Limited AWD,Ford,2010 Ford Explorer,2010,210,254
1801,57,48,79,All-wheel drive,Ford 4.6L 8 Cylinder 292 hp 315 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Ford Explorer Limited 4.6L AWD,Ford,2010 Ford Explorer,2010,292,315
1802,79,232,214,Front-wheel drive,Mazda 2.5L 4 Cylinder 157 hp 163 ft-lbs,True,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2012 Mazda Mazda5 Sport,Mazda,2012 Mazda Mazda5,2012,157,163
1803,79,232,214,Front-wheel drive,Mazda 2.5L 4 Cylinder 157 hp 163 ft-lbs,True,5,5 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Mazda Mazda5 Sport AT,Mazda,2012 Mazda Mazda5,2012,157,163
1804,79,232,214,Front-wheel drive,Mazda 2.5L 4 Cylinder 157 hp 163 ft-lbs,True,5,5 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Mazda Mazda5 Touring,Mazda,2012 Mazda Mazda5,2012,157,163
1805,79,232,214,Front-wheel drive,Mazda 2.5L 4 Cylinder 157 hp 163 ft-lbs,True,5,5 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Mazda Mazda5 Grand Touring,Mazda,2012 Mazda Mazda5,2012,157,163
1806,94,2,216,Front-wheel drive,Mazda 2.3L 4 Cylinder 153 hp 148 ft-lbs,True,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2010 Mazda Mazda5 Sport,Mazda,2010 Mazda Mazda5,2010,153,148
1807,94,2,216,Front-wheel drive,Mazda 2.3L 4 Cylinder 153 hp 148 ft-lbs,True,5,5 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2010 Mazda Mazda5 Sport AT,Mazda,2010 Mazda Mazda5,2010,153,148
1808,94,2,216,Front-wheel drive,Mazda 2.3L 4 Cylinder 153 hp 148 ft-lbs,True,5,5 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2010 Mazda Mazda5 Touring,Mazda,2010 Mazda Mazda5,2010,153,148
1809,94,2,216,Front-wheel drive,Mazda 2.3L 4 Cylinder 153 hp 148 ft-lbs,True,5,5 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2010 Mazda Mazda5 Grand Touring,Mazda,2010 Mazda Mazda5,2010,153,148
1810,11,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Honda Pilot LX,Honda,2011 Honda Pilot,2011,250,253
1811,11,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Honda Pilot LX 4WD,Honda,2011 Honda Pilot,2011,250,253
1812,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Honda Pilot EX,Honda,2011 Honda Pilot,2011,250,253
1813,54,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Honda Pilot EX 4WD,Honda,2011 Honda Pilot,2011,250,253
1814,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Honda Pilot EX-L,Honda,2011 Honda Pilot,2011,250,253
1815,54,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Honda Pilot EX-L 4WD,Honda,2011 Honda Pilot,2011,250,253
1816,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Honda Pilot Touring,Honda,2011 Honda Pilot,2011,250,253
1817,54,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Honda Pilot Touring 4WD,Honda,2011 Honda Pilot,2011,250,253
